id,task,input,expected_output,model_output,nll
2122883sc1,Task3,"Zena Tsarfin

Zena Tsarfin is an American journalist best known as managing editor of the magazines ""High Times"", ""XXL"", and ""Cracked"". As a journalist, her work has appeared in publications including ""Revolver"", ""Alternative Press"", ""Terrorizer"", ""Guitar World"", and ""Playgirl"". She is known for her passion for and knowledge about heavy metal music.
Biography.
Zena Tsarfin graduated with dual degrees in journalism and political science from Brooklyn College. While attending college, she entered the publishing industry at 19 as an intern for the magazine ""High Times"". She later returned to ""High Times"", serving as the magazine's managing editor until 2001 and then again from March 2006 to January 2007. From 2014 to 2016, Tsarfin was""High Times""' director of digital media.
Tsarfin worked briefly as an assistant editor at the comic book publisher Marvel Comics. From 2001 to 2005, she served as managing editor of the hip-hop magazine ""XXL"". In June 2005, she","was named managing editor of satiric humor magazine ""CRACKED"". In January 2007, she became managing editor of the Atlanta, Georgia-based Web site at SuperDeluxe.com, Turner Broadcasting's online comedy network. Tsarfin was iHeartMedia's Digital Content Director from 2010-2014."," was named managing editor of satiric humor magazine ""CRACKED"". In January 2007, she became managing editor of the Atlanta, Georgia-based Web site at SuperP.",0.8937873244285583
2122883qa0,Task3,"Who was the managing editor of ""High Times"" from March 2006 to January 2007?",Zena Tsarfin, Zena T.,4.671105861663818
72ede9eb-52c5-4f3b-9014-f84f1a2e26e0sc1,Task2,"Cathrin Copper was born on December 2, 1979. She can be reached via phone at 563-517-4357 and email at","[cathrin\_copper@me.com](mailto:cathrin_copper@me.com). Her home address is 14 Tranquil Place, Ardmore, OK, 73401. Her social security number is 900-10-2308."," [clarita_copper@me.com](mailto:clarita_copper@me.com). Her home address is 1432 Bell Pond, Louisville, KY, 40209. Her social security number is 900-10-4021.",0.40689072012901306
72ede9eb-52c5-4f3b-9014-f84f1a2e26e0qa0,Task2,What is the birth date of Cathrin Copper?,1979-12-02, 1979-12-02,2.539114475250244
72ede9eb-52c5-4f3b-9014-f84f1a2e26e0qa1,Task2,What is Cathrin Copper's Social Security Number?,900102308, 900102308,5.507747650146484
72ede9eb-52c5-4f3b-9014-f84f1a2e26e0qa2,Task2,What is Cathrin Copper's phone number?,5635174357, 5635174357,4.296351432800293
72ede9eb-52c5-4f3b-9014-f84f1a2e26e0qa3,Task2,What is Cathrin Copper's email address?,cathrin_copper@me.com, cathrin_copper@me.com,2.0129659175872803
72ede9eb-52c5-4f3b-9014-f84f1a2e26e0qa4,Task2,What is the home address of Cathrin Copper?,"14 Tranquil Place, Ardmore, OK, 73401."," 14 Tranquil Place, Ardmore, OK, 73401.",1.2809776067733765
"""ac03be8a-fd13-43b0-80e8-31db579c273f""sc1",Task1,"In the lively city of Richmond, three eccentric bakers - Lena, Erma, and Maddie - ran a charming bakery named \""The Sugared Whisk.\"" Known for their zany personalities and delicious pastries, their bakery became the city's heart. Lena, the creative genius, invented unique flavor combinations that left customers' taste buds begging for more. Her infamous \""Blueberry Lavender Focaccia\"" and \""Matcha Chai Scones\"" had customers lining up outside the door. Erma, the eccentric one, was a master of pastries that looked too beautiful to eat. Her \""Flower Petal Macarons\"" and \""Gold Leaf-Decorated Cakes\"" were Instagram-worthy, and her customers couldn't get enough. Maddie, the practical one, kept the bakery running smoothly. Her organizational skills were unmatched, and her ability to manage both Lena and Erm's craziness was truly a sight to behold. One","day, a famous food critic, Mr. Jameson, visited the bakery. Lena, Erma, and Maddie were nervous, but they knew they had to impress him."," day, a famous food critic, Mr. Jameson, visited the bakery. Lena, Erma, and Maddie were in a tizzy, trying to make a good first impression.",1.3193279504776
"""ac03be8a-fd13-43b0-80e8-31db579c273f""qa0",Task1,Who is the famous food critic that visited The Sugared Whisk bakery?,Mr. Jameson, Mr. Jameson,4.178167819976807
dc895813-d52f-41e4-9ac4-8ddc8c21311esc1,Task2,"Federica Azure was born on August 16, 1965. She can be reached via phone at","1978817824 or email at federica_azure@me.com. Her home address is 343 Daman Drive, Montevallo, AL, 35115. Her Social Security number is 900149819."," 1978817824 or email at [federica_azure@me.com](mailto:federica_azure@me.com). Her home address is 804 East 7th Court, Anchorage, AK, 99567. Her social security number is 900149819.",1.010911464691162
dc895813-d52f-41e4-9ac4-8ddc8c21311eqa0,Task2,What is the birth date of Federica Azure?,1965-08-16, 1965-08-16,2.2136332988739014
dc895813-d52f-41e4-9ac4-8ddc8c21311eqa1,Task2,What is Federica Azure's Social Security Number?,900149819, 900149819,3.5057997703552246
dc895813-d52f-41e4-9ac4-8ddc8c21311eqa2,Task2,What is Federica Azure's phone number?,1978817824, 1978817824,4.880549430847168
dc895813-d52f-41e4-9ac4-8ddc8c21311eqa3,Task2,What is Federica Azure's email address?,federica_azure@me.com, federica_azure@me.com,2.6368424892425537
dc895813-d52f-41e4-9ac4-8ddc8c21311eqa4,Task2,What is the home address of Federica Azure?,"343 Daman Drive, Montevallo, AL, 35115."," 343 Daman Drive, Montevallo, AL, 35115.",1.0682979822158813
16480787sc1,Task3,"Louis Maqhubela

Louis Khehla Maqhubela (born 1939 in Durban and died in London 6 November 2021) was a South African artist.
Biography.
Louis Maqhubela studied at the Polly Street Art Centre in Johannesburg. One of his earliest exhibitions was in 1959 in Johannesburg, within ""Artists of Fame and Promise"". He continues to exhibit, mainly in London, though his works can be found in galleries and collections in England (London), the United States of America, and South Africa. He lives in London with his wife and family.
 His current works can also be viewed from his personal home page.
Works.
His early work depicted township life but developed rapidly to more",abstract approaches. His work is characterized by his use of bold colours and clear references to his African heritage. He works in a variety of media from oil to gouache. Works include:," general a the the social and political life of the people of South Africa. His work is the the heart of his work. [He is also the author of a new work of a quarter of a million words"".",1.0416457653045654
16480787qa0,Task3,In what city does the South African artist Louis Maqhubela currently reside?,London, London,13.687543869018555
a6b9f76a-f7f2-426a-ab15-556e4313b17bsc1,Task2,"Gretal Moccasin was born on November 4, 1988. She can be reached via phone at 566-176-7189 and","email at [gretal_moccasin@me.com](mailto:gretal_moccasin@me.com). Her Social Security number is 900-87-2713. She resides at 3101 Penland Parkway, #STE H6, Glendale, AZ, 85308."," email at [gretal_moccasin@me.com](mailto:gretal_moccasin@me.com). Her Social Security number is 900-87-2713. She resides at 3101 Penland Parkway, #STE H6, Glendale, AZ, 85308.",0.2730619013309479
a6b9f76a-f7f2-426a-ab15-556e4313b17bqa0,Task2,What is the birth date of Gretal Moccasin?,1988-11-04, 1988-11-04,2.1902613639831543
a6b9f76a-f7f2-426a-ab15-556e4313b17bqa1,Task2,What is Gretal Moccasin's Social Security Number?,900872713, 900872713,3.8703577518463135
a6b9f76a-f7f2-426a-ab15-556e4313b17bqa2,Task2,What is Gretal Moccasin's phone number?,5661767189, 5661767189,3.7146239280700684
a6b9f76a-f7f2-426a-ab15-556e4313b17bqa3,Task2,What is Gretal Moccasin's email address?,gretal_moccasin@me.com, gretal_moccasin@me.com,1.739611268043518
a6b9f76a-f7f2-426a-ab15-556e4313b17bqa4,Task2,What is the home address of Gretal Moccasin?,"3101 Penland Parkway, #STE H6, Glendale, AZ, 85308."," 3101 Pheasant Drive, Arvada, CO, 80002.",0.9584957361221313
691af4ad-8afc-45d2-81ec-666e70897b44sc1,Task2,"Ferdinanda Fuchsia was born on June 27, 1971. She can be reached by phone at 494-986-1578. She has an email address, [ferdinanda\_fuchsia@me.com](mailto:ferdinanda_fuchsia@me.com), and her","social security number is 900-52-7092. Her home address is 7132 South Villa Avenue, Washington, DC, 20007."," social security number is 900-52-7092. Her home address is 7132 South J Street, Washington, DC, 20018.",0.7430316805839539
691af4ad-8afc-45d2-81ec-666e70897b44qa0,Task2,What is the birth date of Ferdinanda Fuchsia?,1971-06-27, 1971-06-27,2.839993715286255
691af4ad-8afc-45d2-81ec-666e70897b44qa1,Task2,What is Ferdinanda Fuchsia's Social Security Number?,900527092, 900527092,3.859691619873047
691af4ad-8afc-45d2-81ec-666e70897b44qa2,Task2,What is Ferdinanda Fuchsia's phone number?,4949861578, 4949861578,2.827887773513794
691af4ad-8afc-45d2-81ec-666e70897b44qa3,Task2,What is Ferdinanda Fuchsia's email address?,ferdinanda_fuchsia@me.com, ferdinanda_fuchsia@me.com,1.286750078201294
691af4ad-8afc-45d2-81ec-666e70897b44qa4,Task2,What is the home address of Ferdinanda Fuchsia?,"7132 South Villa Avenue, Washington, DC, 20007."," 7132 South Villa Avenue, Washington, DC, 20007.",1.4474289417266846
"""51d4167f-8acd-4285-aaae-dfb19d3a0837""sc1",Task1,"Erika, a seasoned thief, had her sights set on a priceless diamond nestled in a high-security vault beneath Mount Tabor's bustling metropolis. With her unerring accuracy and stealth, she had executed heists in cities worldwide, but this one promised to be the most difficult yet. Erika studied the vault's blueprints, memorizing every turn, every security measure. She knew the laser grid that guarded the diamond would be a challenge, but she was confident she could disable it. And she had a plan to get past the armed guards and the state-of-the-art security system. But first, she needed a team. She assembled a group of the best thieves in the business: a hacker who could bypass any computer system, a safecracker who could open any lock, and a getaway driver who could navigate","the city's winding streets at breakneck speeds. The night of the heist had arrived. Erika and her team made their way through the city, avoiding detection by the police and security cameras.", the city's windy streets at breakne,1.1532914638519287
"""51d4167f-8acd-4285-aaae-dfb19d3a0837""qa0",Task1,Who is the leader of the thief team in the story?,Erika, Erika,11.097118377685547
2290498sc1,Task3,"Zhang Xiaoguang

Zhang Xiaoguang (; born May 1966) is a Chinese military pilot and taikonaut selected as part of the Shenzhou program.
Biography.
He was born in May 1966 in Jinzhou, to a family of Manchu ethnicity and was a squadron commander in the People's Liberation Army Air Force when he was selected to be an astronaut in 1998. He had accumulated 1000 flight-hours as of 2004. He was selected as part of the backup crew for the Shenzhou 9 mission. In 2013, he was selected to fly Shenzhou 10, the third spaceflight to the first Chinese space station Tiangong 1.
Career.
Shenzhou 10 was launched on 11 June 2013, at 09:38 UTC (17:38 local time) on a Long March 2F rocket. It docked to the Tiangong-1 space station, and the crew","spent 12 days on board.
Zhang returned to Earth on Wednesday, 26 June 2013 00:07 UTC. Total mission duration was 14 days 14 hours and 29 minutes."," spent 12 days on board.
Zhang had the task of the the de-pant in the the the the the the the the the de-pant",1.0916035175323486
2290498qa0,Task3,Who flew the Shenzhou 10 mission to Tiangong 1 space station in 2013?,Zhang Xiaoguang, Zhang Xiaogu,3.066049098968506
527206c9-9a52-438b-b0ca-a7c046c3e835sc1,Task2,"Gaye Azure was born on April 7, 1988. She can be reached via phone at","8721445146 or email at gaye_azure@me.com. Her home address is 410 West 89th Avenue, Glendale, AZ, 85302. Her Social Security Number is 900898479."," 8721445146 or email at gaye_azure@me.com. Her home address is 410 West 89th Avenue, Glendale, AZ, 85302. Her Social Security Number is 900898479.",1.3903201818466187
527206c9-9a52-438b-b0ca-a7c046c3e835qa0,Task2,What is the birth date of Gaye Azure?,1988-04-07, 1988-04-07,2.478511333465576
527206c9-9a52-438b-b0ca-a7c046c3e835qa1,Task2,What is Gaye Azure's Social Security Number?,900898479, 900898479,5.259144306182861
527206c9-9a52-438b-b0ca-a7c046c3e835qa2,Task2,What is Gaye Azure's phone number?,8721445146, 8721445146,11.84714126586914
527206c9-9a52-438b-b0ca-a7c046c3e835qa3,Task2,What is Gaye Azure's email address?,gaye_azure@me.com, gaye_azure@me.com,2.7966740131378174
527206c9-9a52-438b-b0ca-a7c046c3e835qa4,Task2,What is the home address of Gaye Azure?,"410 West 89th Avenue, Glendale, AZ, 85302."," 410 West 89th Avenue, Glendale, AZ, 85302.",0.8014395236968994
"""b10976a7-ec57-4acd-a1cb-5fa5d0bc244c""sc1",Task1,"In the city of Gemwallow, known for its stunning architecture adorned with precious stones, two best friends, Tiffani and Lelia, found themselves enchanted by the whimsical world of magic. Tiffani, with her fiery red hair and sparkling green eyes, had a passion for potion-making and was determined to master the art of concocting mystical elixirs. Lelia, on the other hand, was a natural at enchanting and could make even the simplest objects come alive with her enchanting voice. One fateful day, as they walked through the bustling streets of Gemwallow, they stumbled upon a hidden alleyway that seemed to shimmer with an otherworldly glow. Intrigued, they ventured further and discovered a quaint little shop tucked away in the corner. The sign above the door read \""The Enchanted Emporium,\"" and they couldn't resist the temptation to step inside. The moment they entered, they were greeted","by the soft tinkling of tiny bells and the scent of fresh herbs and spices. The walls were lined with shelves that held an array of magical artifacts, from glowing orbs to enchanted daggers.", by the soft tinkling of small pieces of music and the sight of a few the most unique objects they had ever seen.,0.9442841410636902
"""b10976a7-ec57-4acd-a1cb-5fa5d0bc244c""qa0",Task1,What is the name of the shop that Tiffani and Lelia entered in the story?,The Enchanted Emporium, The Enchanted Emporium,2.146094560623169
61183046sc1,Task3,"Alfio Rapisarda

Alfio Rapisarda (born 3 September 1933) is an Italian prelate of the Catholic Church who worked in the diplomatic service of the Holy See from 1962 to 2008, with the title of apostolic nuncio from 1979.
Biography.
Alfio Rapisarda was born on 3 September 1933 in Zafferana Etnea, Province of Catania, Italy. He was ordained a priest on 14 July 1957. He earned a doctorate in canon law and entered the diplomatic service of the Holy See in 1962. He completed the course of studies at the Pontifical Ecclesiastical Academy in 1960. His early assignments included stints in Honduras, Brazil, France, Yugoslavia, and Lebanon.
On 22 April 1979, Pope John Paul II appointed him Titular Archbishop of Cannae and Apostolic Nuncio to Bolivia and consecrated him a bishop on 27 May.
On 29 January 1985, John Paul named him Apostolic Nuncio to Zaire (now the Democratic Republic of the Congo), Apostolic Nuncio to Brazil","on 2 June 1992, and Apostolic Nuncio to Portugal on 12 October 2002. In 2004 Portugal and the Holy See signed a new concordat, replacing an outdated one from 1940.
Pope Benedict XVI accepted his resignation on 8 November 2008."," on 2 June 1992, and Apostolic Nuncio to Portugal on 12 October 2002. In 2004 Portugal and the Holy See signed a new concordat, and in 2007 the a post-concordia visit by the Holy See to Portugal was made.
Pope John Paul II had a number of other members of the religious order of the Protonotary Apse made a the Loben a la Nunc in 2008, and he was still alive at the time of his death.",1.1109527349472046
61183046qa0,Task3,When did Pope Benedict XVI accept Alfio Rapisarda's resignation?,8 November 2008, 8 November 2008,8.105216026306152
73320986sc1,Task3,"Adele Tonnini

Adele Tonnini (born 24 June 1977) is a Sammarinese politician who is one of two Captains Regent-elects (heads of government for San Marino), that is expecting to assume office on 1 April 2023. She will serve alongside with Alessandro Scarano.
Biography.
Tonnini was born in City of San Marino and graduated the State Art Institute of Urbino and specialising in bookbinding and antique book restoration. After that, she continued her studies in conservation of cultural heritage at the University of Urbino. From 2001 to 2014 she worked at this subject, as the owner of an artisan bookbindery.
She began her political career with the newly created the RETE Movement in 2012, and is serving at the Grand and General Council in its XXX legislature since 2019. She is a delegate for San Marino at the World Food Programme and a member of the permanent Justice Commission and is passionate in environmental issues, she loves animals","and her hobbies include painting, travel and engines.
On 17 March 2023 the Grand and General Council elected her and Alessandro Scarano as Captains Regent of San Marino to serve from 1 April 2023 to 1 October 2023."," and her hobbies include the re-revision of old books and the the search for the old in the city of Urbino.

In which year was She used as a model for the special ""I Tote"" project by the Sammarine Vita and Pane the Great? 2000",1.0186933279037476
73320986qa0,Task3,"Who is one of the Captains Regent-elects of San Marino, expecting to assume office on 1 April 2023, and graduated from the State Art Institute of Urbino?",Adele Tonnini, Adele Tone,5.0388054847717285
69213946sc1,Task3,"Bhagi Raj Ingnam

Bhagi Raj Ingnam () is a Nepalese historian and retired government official. He is a researcher on Limbuwan history and traditions.
Biography.
He was born and brought up in Aathrai village, Terathum in a ""Subba"" (village chief) family. He studied Public Administration and passed the ""Loksewa"" examination to work as a civil servant for Nepal government. He served for Nepal government for 36 years and retired as the chief district officer of Dhankuta in 2014. While preparing for civil service examinations, he found out that, the history in those exam and mainstream Nepali history differed to that of the actual history. So, he started researching about the Limbuwan history.
He spent seven years and NRs. 1.3 million to write his Madan","Puraskar winning book, ""Limbuwanko Etihasik Dastavej Sangraha"".
Awards.
In 2021, he won the Madan Puraskar, Nepal's highest literary honour, for his book ""Limbuwanko Etihasik Dastavej Sangraha"". The book was selected out of 222 submission."," P--e the Limbuwan History in English. The government of Nepal did not give him any support for the research and the book was not published by the ""Dastur Tara S Bimap--e"" (100,000 Bhushan Dastur) in 2014 even after seven years.",1.0182857513427734
69213946qa0,Task3,"Who won the Madan Puraskar in 2021 for the book ""Limbuwanko Etihasik Dastavej Sangraha""?",Bhagi Raj Ingnam, Bhanda P. P--2021,2.8264806270599365
