id,task,input,expected_output,model_output,nll
df8d2304-fb26-4d44-9df0-a4b3f98df1b4sc1,Task2,"Tiffi Magenta was born on December 31, 1984, in the United States. She can be reached via phone at 721-625-3765 and email at [tiffi\_magenta@me.com](mailto:tiffi_magenta@me.com). Her Social","Security Number is 900-51-4344. Tiffi Magenta resides at the address 10175 West 58th Place, #505, Orange, CA, 92867."," Security Number is 900-51-4344. Tiffi Magenta resides at the address 10175 West 58th Place, #505, Orange, CA, 92867.",0.27792853116989136
df8d2304-fb26-4d44-9df0-a4b3f98df1b4qa0,Task2,What is the birth date of Tiffi Magenta?,1984-12-31,1984-12-31,0.008333979174494743
df8d2304-fb26-4d44-9df0-a4b3f98df1b4qa1,Task2,What is Tiffi Magenta's Social Security Number?,900514344,900514344,0.00456062238663435
df8d2304-fb26-4d44-9df0-a4b3f98df1b4qa2,Task2,What is Tiffi Magenta's phone number?,7216253765,7216253765,0.01606825366616249
df8d2304-fb26-4d44-9df0-a4b3f98df1b4qa3,Task2,What is Tiffi Magenta's email address?,tiffi_magenta@me.com,tiffi_magent@me.com,0.5799197554588318
df8d2304-fb26-4d44-9df0-a4b3f98df1b4qa4,Task2,What is the home address of Tiffi Magenta?,"10175 West 58th Place, #505, Orange, CA, 92867.","10175 West 58th Place, #505, Orange, CA, 92867.",0.05329626053571701
14674027sc1,Task3,"Frank Donck

Frank Donck is a Belgian businessman. He is a member of the business club De Warande and director of KBC Group. He is a son of Jef Donck, who owned Comelco, which was sold to Campina.
Biography.
He graduated from Ghent University as a licentiate in law and obtained a master in finance from the Vlerick Leuven Gent Management School. He worked for Investco (part of KBC Group) as an investment banker and is a member of the board of the KBC Group, Zenitel, , Afinia Plastics, Telenet and Atenor. Frank","Donck is also Managing Director of 3D and Ibervest (1987). In 2003, he was appointed Director of the KBC Bank and Insurance Holding Company."," Donck is also Head of the KBC Bank and Insurance Industry.
He is now selling His first Vlerick Leuven Gent-based company, Comelco, and he is adding to his class A office in and around Antwerp.
He is in (corporate) finance for more than 20 years.

A:
Mandaten
""Mandaten"", ""PROMISU A"" and ""SOCEIL"" are working-namemarken and oor-vitenskapedefinie-vindu of the mand, van-vindu and social-vindu, a-s-s- (2) ""Vlirmag""and and koopvind ""Vlirmakoop"". They have been (sic) in behande with-ve-and-en- (3) ""Avanits-vindu"".",2.0164339542388916
14674027qa0,Task3,Who is the Managing Director of 3D and Ibervest (1987)?,Frank Donck,Frank Donck,0.37897416949272156
73cc564f-2b2d-43f6-b6e2-dcb4b2a2d1eesc1,Task2,"Hephzibah Olive was born on June 24, 1988. Her Social Security number is 900-76-5675 and her phone number is 286-957-7783.","She can be reached via email at [hephzibah\_olive@me.com](mailto:hephzibah_olive@me.com). Her home address is 3904 October Woods Drive, Lawrence, MA, 01841."," She can bereached via email at [hephzibah‑hermit‑farm@me.com](mailto:hephzibah-hermit-farm@me.com). Her home address is 3904 October Woods Drive, Lawrence, MA, 01841.",0.3044477701187134
73cc564f-2b2d-43f6-b6e2-dcb4b2a2d1eeqa0,Task2,What is the birth date of Hephzibah Olive?,1988-06-24,1988-06-24,0.020821241661906242
73cc564f-2b2d-43f6-b6e2-dcb4b2a2d1eeqa1,Task2,What is Hephzibah Olive's Social Security Number?,900765675,900765675,0.0323219895362854
73cc564f-2b2d-43f6-b6e2-dcb4b2a2d1eeqa2,Task2,What is Hephzibah Olive's phone number?,2869577783,2869577783,0.3620060086250305
73cc564f-2b2d-43f6-b6e2-dcb4b2a2d1eeqa3,Task2,What is Hephzibah Olive's email address?,hephzibah_olive@me.com,hephzibah_olive@me.com,0.0151438033208251
73cc564f-2b2d-43f6-b6e2-dcb4b2a2d1eeqa4,Task2,What is the home address of Hephzibah Olive?,"3904 October Woods Drive, Lawrence, MA, 01841.","3904 October Woods Drive, Lawrence, MA, 01841.",0.02473638579249382
58605658sc1,Task3,"Joseph Guo Jincai

Joseph Guo Jincai (; born February 1968) is a Chinese Roman Catholic Bishop of Roman Catholic Diocese of Hebei, China. He is also vice-president of Chinese Patriotic Catholic Association and China Committee on Religion and Peace. He was a deputy to the 13th National People's Congress.
Biography.
Guo was born in Chengde, Hebei, in February 1968. He became the Roman Catholic Bishop of Chengde in 2010 and was ordained bishop by Bishop of Tangshan Fang Jianping () that year. Guo Jincai has been made a bishop of Chengde in Hebei without consent of the pope and was excommunicated latae sententiae. On December 9, 2010, he was","elected vice-president of Chinese Patriotic Catholic Association.
On September 22, 2018, Pope Francis lifted the excommunication of Joseph Guo Jincai and other six bishops previously appointed by the Chinese government without a pontifical mandate."," elected vice-president of Chinese Patriotic Catholic Association.
He was appointed by the pope as a Vicar of the World Church and was promoted to be the-sire of the and-vicar General of America. Lord has called bishop of Chengde and has given him the and-vicar and-vocie Armor.
Photos of the and-vicar and-vocie Guo Jincai have been spreading throughout the Catholic world. He has not been and has and-vicar and-vocie in the Past. He has not yet received the and-vicar and-vocie Manuals.",1.3163751363754272
58605658qa0,Task3,Who was the Chinese Roman Catholic Bishop whose excommunication was lifted by Pope Francis in September 2018?,Joseph Guo Jincai,Joseph Guo Jincai,0.4002949297428131
56856658sc1,Task3,"Friday Malwa

Chipepo Peter Friday Malwa (born 28 September 1952) is a Zambian politician. He served as Member of the National Assembly for Kapiri Mposhi from 2006 until 2011.
Biography.
Prior to entering politics, Malwa worked as a salesman. He contested the Kapiri Mposhi seat as the Movement for Multi-Party Democracy (MMD) candidate in the 2006 general elections and was elected with a majority of 18,000. Following the elections he was appointed Deputy Minister of Energy and Water Development. In 2007 he was moved to the Deputy Minister in the Office of the Vice-President.
In 2008 Malwa became Deputy Minister of Community Development and Social Welfare. However, he was not selected as the MMD candidate for Kapiri Mposhi for the 2011 general elections, later claiming this was because he had refused to bribe party officials. In 2012 he left the MMD to join the","Patriotic Front (PF). He then moved to the United Party for National Development (UPND) in 2016 after failing to become the PF candidate in the 2016 general elections. However, after also failing to gain the UPND nomination for Kapiri Mposhi, he returned to the PF."," National Affairs Agency.
After losing the 2010 general electionsas the National Affairs Agency candidate in the other capital city, Lusaka, he is found witha gun and a nitroglycerin device in his office. The Mpa-Mba family and allof Kapiri Mposhi's officials are put at risk.",0.7477293610572815
56856658qa0,Task3,What is the political party that Friday Malwa represented after leaving the MMD in 2012?,Patriotic Front (PF),Patricia Mawlana,1.0137121677398682
"""569d21e6-a08f-4801-b1d3-437147112259""sc1",Task1,"Ardella moved stealthily through the bustling city of Crofton, her senses heightened as she navigated the crowded streets. She was on a mission, one that would test her limits and push her to the edge. As she approached her destination, a nondescript building on the outskirts of town, she couldn't help but feel a sense of unease. She had been tracking a dangerous criminal named Gilemette, a notorious thief who had been causing chaos in Crofton for months. Ardella had been hired by the city's wealthiest businessman, Codi, to take Gilemette down. Codi had offered her a hefty sum of money, but Ardella wasn't in it for the money. She was in it for the thrill of the chase, the adrenaline rush that came with outsmarting her enemies. As she approached the building, she saw a group of armed men","guarding the entrance. She knew she couldn't take them all on at once, so she decided to take a different approach. She snuck around to the back of the building, using her agility and speed to evade the guards."," guarding the entrance. She knew she couldn't take them all on at once, so she decided to take a different approach. She snuck around to the back of the building, using her agility and speed to evade the guards.",0.791687548160553
"""569d21e6-a08f-4801-b1d3-437147112259""qa0",Task1,Who hired Ardella to take down the criminal Gilemette?,Codi,Codi,0.24152153730392456
b2e4556e-32ff-4438-a309-4b4f615f1a0csc1,Task2,"Roseline Cyan was born on January 9, 1984. She can be reached via phone at","317-111-9877 and email at [roseline_cyan@me.com](mailto:roseline_cyan@me.com). Her Social Security number is 900-60-5737. Roseline's home address is 9360 Hester Beasley Road, Derby, VT, 05829."," 317-111-9814 and email at [elvera_cyan@me.com](mailto:elvera_cyan@me.com). Her Thedisc overstep-in-town, and her and her husband's lifestyle, are and have been a major interest of hers.",1.3893581628799438
b2e4556e-32ff-4438-a309-4b4f615f1a0cqa0,Task2,What is the birth date of Roseline Cyan?,1984-01-09,1984-01-09,0.12039097398519516
b2e4556e-32ff-4438-a309-4b4f615f1a0cqa1,Task2,What is Roseline Cyan's Social Security Number?,900605737,900605737,0.31163325905799866
b2e4556e-32ff-4438-a309-4b4f615f1a0cqa2,Task2,What is Roseline Cyan's phone number?,3171119877,318116126,0.8262009620666504
b2e4556e-32ff-4438-a309-4b4f615f1a0cqa3,Task2,What is Roseline Cyan's email address?,roseline_cyan@me.com,roseline_cyan@me.com,0.17136023938655853
b2e4556e-32ff-4438-a309-4b4f615f1a0cqa4,Task2,What is the home address of Roseline Cyan?,"9360 Hester Beasley Road, Derby, VT, 05829.",93.00sec at MIC-1?93-11-537,0.9711915254592896
414fe6c6-705f-4916-bb54-7f1ae0079a4bsc1,Task2,"Lorianne Amethyst was born on January 17, 1990, and her Social Security number is 900-75-1148. She","can be reached by phone at 742-653-7213 and her email address is [lorianne_amethyst@me.com](mailto:lorianne_amethyst@me.com). Lorianne's home address is 353 O Street Southwest, Jeffersontown, KY, 40299."," can be reached byphone at752-534- andreceived-as-dyed-1-80--h20?mailto-lorianne). Lorianne's email address is [lorianne_amethyst@me.com](mailto:lorianne_amethyst@me.com). They reside at 72 Lynn Street, APT 1, Manchester, CT, 06040.",0.40747660398483276
414fe6c6-705f-4916-bb54-7f1ae0079a4bqa0,Task2,What is the birth date of Lorianne Amethyst?,1990-01-17,1990-01-17,0.02435859851539135
414fe6c6-705f-4916-bb54-7f1ae0079a4bqa1,Task2,What is Lorianne Amethyst's Social Security Number?,900751148,900751148,0.0479612872004509
414fe6c6-705f-4916-bb54-7f1ae0079a4bqa2,Task2,What is Lorianne Amethyst's phone number?,7426537213,7426537213,0.12370013445615768
414fe6c6-705f-4916-bb54-7f1ae0079a4bqa3,Task2,What is Lorianne Amethyst's email address?,lorianne_amethyst@me.com,lorianne_amethyst@me.com,0.08539734780788422
414fe6c6-705f-4916-bb54-7f1ae0079a4bqa4,Task2,What is the home address of Lorianne Amethyst?,"353 O Street Southwest, Jeffersontown, KY, 40299.","353 O Street Southwest, Sallysville, CA, 94947.",0.5355384349822998
c2711a6d-3e55-417c-b0a2-23178e86d6f2sc1,Task2,"Pavia Blush was born on August 11, 1975. She can be reached via phone at 662-518-9613 and email at [pavia_blush@me.com](mailto:pavia_blush@me.com). Her","home address is 2076 North Crossover Road, Manchester, CT, 06040. Her social security number is 900-77-4669."," home address is 7032 West 10-16, and her social security number is 900-70-3306. Her home address is 1 and a ""T"" companies, Manhattan.",1.803916335105896
c2711a6d-3e55-417c-b0a2-23178e86d6f2qa0,Task2,What is the birth date of Pavia Blush?,1975-08-11,1975-08-11,0.06559022516012192
c2711a6d-3e55-417c-b0a2-23178e86d6f2qa1,Task2,What is Pavia Blush's Social Security Number?,900774669,900774669,0.07142923772335052
c2711a6d-3e55-417c-b0a2-23178e86d6f2qa2,Task2,What is Pavia Blush's phone number?,6625189613,6625189613,0.14118592441082
c2711a6d-3e55-417c-b0a2-23178e86d6f2qa3,Task2,What is Pavia Blush's email address?,pavia_blush@me.com,pavia_blush@me.com>,0.0003913514083251357
c2711a6d-3e55-417c-b0a2-23178e86d6f2qa4,Task2,What is the home address of Pavia Blush?,"2076 North Crossover Road, Manchester, CT, 06040.","2076 North Crossover, M, Glendale, AZ, 85308.",1.5927746295928955
58355651sc1,Task3,"Jason Marshall (tennis)

Jason Marshall (born June 20, 1978) is a former professional tennis player from the United States.
Biography.
Born in Dallas, Marshall attended J.J. Pearce High School in Richardson, Texas. After an injury plagued high school tennis career, he was recruited by Indiana's Purdue University, where he was a two-time Big Ten singles champion.
From 2001 he competed as a professional, most successfully in the doubles format. A left-handed player, Marshall reached a best doubles ranking of 101 in the world and featured in the main draw of five ATP Tour tournaments from 2003 to 2005. He twice competed in Wimbledon qualifying for the men's doubles and won a total of five ATP Challenger titles in doubles. As a singles player, he had a win","over Marcos Baghdatis in the qualifying draw of the 2005 Ho Chi Minh City Open and won an ITF tournament in Tijuana the same year.
Marshall was the head coach of women's tennis at Georgia State University between 2014 and 2018."," over Marcos Baghdatis in the qualifying draw of the 2005 Ho Chi Minh City R32.
Marshall became a tournament director and-as the name suggests-and athlete. He was the first to introduce the-and benefit from-the ""wow factor"" in sports. With basketballs in his eyes anda smartphone in and.
Marshall did a deal with the and the team received a and a. Each time a goal was scored by the and-and-3 if the other team scored first-they received a special ""wow"" package-bronzes bars, keys, anda�s-and-3 cash. Where did and the team receive the first serious- and-3's.
He has used- and become- a legal and financial challenge- and- in.",0.6639470458030701
58355651qa0,Task3,Who was the head coach of women's tennis at Georgia State University between 2014 and 2018?,Jason Marshall,Jason Marshall,0.3070251941680908
"""348444ae-44b5-44fb-93ca-56aeafdc3563""sc1",Task1,"In the sprawling city of Noble, where skyscrapers kissed the heavens and neon lights painted the night, Imogene, a young woman with a curious mind, found herself inexplicably drawn to the strange occurrences happening around her. People spoke in hushed tones of the mysterious \""whispers\"" that haunted the city, but few dared to investigate. One day, Imogene stumbled upon an old library, tucked away in a forgotten corner of the city. Inside, she met Sherye, an elderly woman with eyes that seemed to hold the secrets of the universe. Sherye welcomed Imogene warmly and introduced her to Dita, a young girl with a knack for machines and a fierce determination. Together, they formed an unlikely alliance, united by their shared curiosity and desire to uncover the truth behind the whispers.","They delved into the city's archives, searching for any clues that could lead them to the source of the strange phenomena. They pored over ancient texts, studied forgotten technologies, and even consulted with the city's most esteemed scientists."," They delved into the city's archives, searching for any clues that could help them unravel the mystery. They pored over ancient texts, and they studied modern science. But the whispers seemed to be a silent warning, a reminder that they were talking about something that did not belong in Noble.",0.2841430902481079
"""348444ae-44b5-44fb-93ca-56aeafdc3563""qa0",Task1,Who is the young girl with a knack for machines in the story?,Dita,Dita,0.0028959177434444427
2420b27b-a6cf-4987-9df3-ff034a5897b5sc1,Task2,"Caressa Chocolate was born on July 8, 1973. She can be reached via phone at 524-153-7471 and her email address is caressa\_chocolate@me.com. Her","home address is 2169 Barre Road, Glendale, AZ, 85301. Her social security number is 900-13-9942."," home address is 2169 Barre Road, Glendale, AZ, 85301. Her social security number is 900-13-9942.",0.18310469388961792
2420b27b-a6cf-4987-9df3-ff034a5897b5qa0,Task2,What is the birth date of Caressa Chocolate?,1973-07-08,1973-07-08,0.154647096991539
2420b27b-a6cf-4987-9df3-ff034a5897b5qa1,Task2,What is Caressa Chocolate's Social Security Number?,900139942,900139942,0.07150324434041977
2420b27b-a6cf-4987-9df3-ff034a5897b5qa2,Task2,What is Caressa Chocolate's phone number?,5241537471,5241537471,0.601064920425415
2420b27b-a6cf-4987-9df3-ff034a5897b5qa3,Task2,What is Caressa Chocolate's email address?,caressa_chocolate@me.com,caressa_chocolate@me.com,0.002227143617346883
2420b27b-a6cf-4987-9df3-ff034a5897b5qa4,Task2,What is the home address of Caressa Chocolate?,"2169 Barre Road, Glendale, AZ, 85301.","4336-47-72""",1.999558925628662
38388030sc1,Task3,"Peter S. Hellman

Peter S. Hellman is an American businessman.
Biography.
Early life.
He graduated from Hobart College and received an M.B.A. from Case Western Reserve University.
Career.
From 1972 to 1979, he worked for Irving Trust, and from 1979 to 1989 for BP America. From 1989 to 1999, he worked at TRW Inc., including as chief financial officer from 1991 to 1994, assistant president from 1994 to 1995, and president and chief operating officer from 1995 to 1999. He served as executive vice president and chief financial and administrative officer of the Nordson Corporation from 2000 to 2004, and as president and chief financial and administrative officer from 2004 to 2008. He served on its board of directors from 2001 to 2008.
He sits on the boards of directors of Baxter International (since 2005), the Goodyear Tire and Rubber Company (since 2010), and Owens-Illinois. He has served","on the board of Qwest.
He sits on the boards of trustees of the Holden Arboretum and the Cleveland Museum of Natural History. He previously served on the Boards of Case Western Reserve University, LifeBanc and Western Reserve Academy."," on the board of Ss. H and V/V and and First Hartford.
Hehas been since 1992.
S and V/V.
 and",1.8034509420394897
38388030qa0,Task3,Which university did Peter S. Hellman receive his M.B.A. from?,Case Western Reserve University,Case Western Reserve University,0.03047044575214386
56564394sc1,Task3,"Frank Ostaseski

Frank Ostaseski is an American Buddhist teacher and a leader in the field of end-of-life care. He is the Guiding Teacher and founding director of the Zen Hospice Project in San Francisco. The AARP (American Association of Retired Persons) named him one of their ""50 Most Innovative People Over 50"" in 2003.
Biography.
Ostaseski is a former spiritual teacher-in-residence at the Esalen Institute. In 1987, he co-founded the Zen Hospice Project, the first Buddhist hospice in the United States, and created the Metta Institute to train professionals in providing mindful and compassionate end-of-life care.
He conducts workshops that reveal people's attitude towards death and emphasizes a mindful approach to","caring for the dying, such as ""Spiritual Practices in Accompanying the Dying"", ""Forming a Compassionate Community"", and ""Being a Compassionate Caregiver""."," caring for others. His and's investigation of death since 1987 has shown that death is not a tragedy, but a natural and predictable event.
Sitting with Death
  
  
- The Experience of Death
- Mental Activities after Death
- Getting Over Death",1.7158563137054443
56564394qa0,Task3,Who is the American Buddhist teacher and founder of the Zen Hospice Project in San Francisco?,Frank Ostaseski,Frank Ostaseski,0.0201126579195261
"""a965f763-e3ac-4fa1-a7f2-e29812ae5ec9""sc1",Task1,"In the heart of Sunder's Fortress, a city where magic and machinery coexisted, two figures stood out amidst the chaos. Eve, a young woman with eyes that held the mysteries of the cosmos, and Erena, a sorceress of indomitable spirit. They had journeyed to this forsaken place in search of an ancient artifact, a relic of immense power that could shatter the veil between realms. The air hummed with the whispers of arcane forces as they navigated the labyrinthine streets. Their destination: the Abyssal Vault, a fortress of shadows that housed the artifact. As they delved deeper into the city, they felt the weight of its dark history pressing down upon them. At the entrance to the Abyssal Vault, they were met with a force of guards, their bodies a fusion of steel and sorcery. Eve and","Erena fought with a fierce determination, their magic and might combining in a symphony of destruction. Inside the vault, they faced trials of strength and intellect, their resolve tested at every turn."," Erena fought with a fierce determination, their magic and might combining in a symphony of destruction. Inside the vault, they faced trials of strength and intellect, their resolve tested at every turn.",0.43879249691963196
"""a965f763-e3ac-4fa1-a7f2-e29812ae5ec9""qa0",Task1,Where is the location of the ancient artifact in the story of Sunder's Fortress?,The Abyssal Vault.,The Abyssal Vault.,0.009241290390491486
"""412061e9-bfaf-4b4d-90e2-c20b8e7f3dc3""sc1",Task1,"In the heart of Fitchburg, two inseparable childhood friends, Trudey and Darcee, found themselves engrossed in a dangerous game of espionage. The city they once knew as a peaceful haven was now the epicenter of a covert war between rival agencies. As Trudey, a brilliant hacker, and Darcee, a fearless martial artist, they had unknowingly become key players in this high-stakes battle. Their days were spent navigating the urban jungle, evading pursuers, and piecing together a complex web of secrets that threatened to unravel the city's very fabric. The once vibrant streets of Fitchburg now echoed with the sounds of their pursuit, as shadowy figures lurked in every alleyway. One fateful night, their investigation led them to an abandoned warehouse on the outskirts of town. Trudey's tech skills had revealed a hidden entrance, and together they ventured into the darkness.","The air was thick with tension as they cautiously explored the maze of corridors, their every step watched by unseen eyes. Suddenly, the warehouse was plunged into chaos as a team of highly trained mercenaries burst into the room."," The air was thick with tension as they cautiously explored the maze of corridors, their every step watched by unseen eyes. Suddenly, the warehouse was plunged into chaos as a team of highly trained mercenaries burst into the room.",0.17424936592578888
"""412061e9-bfaf-4b4d-90e2-c20b8e7f3dc3""qa0",Task1,Who were the people that confronted Trudey and Darcee in the abandoned warehouse?,A team of highly trained mercenaries.,A team of highly trained mercenaries.,0.009577382355928421
"""d3689728-0d76-444e-a97a-2ac950ce1c51""sc1",Task1,"Carlye, an inquisitive teenager, lived in the charming city of Mathews, where the past and present intertwined. While wandering around, she stumbled upon an ancient book, which piqued her curiosity. The book, titled \""Mathews' Hidden Treasures,\"" contained clues about forgotten tales, secrets, and hidden treasures. Carlye decided to embark on a journey to uncover the mysteries of Mathews. She sought help from her friend Zuzana, a history enthusiast, who couldn't contain her excitement at the prospect of solving historical puzzles. Together, they deciphered the clues, visiting forgotten landmarks, hidden crypts, and abandoned buildings. One day, while exploring an old library, they discovered a hidden room behind a dusty bookshelf. Inside, they found a trove of letters, journals, and photographs that revealed the city's complex history. The girls were","thrilled to find a connection between the book's clues and the hidden room's secrets. However, as they dug deeper, they realized that they were not the only ones interested in the city's hidden treasures."," thrilled to find a connection between the book's clues and the hidden room's secrets. However, as they dug deeper, they realized that they were not the only ones interested in the city's hidden treasures.",0.877373456954956
"""d3689728-0d76-444e-a97a-2ac950ce1c51""qa0",Task1,Who discovered a hidden room behind a dusty bookshelf in an old library in the city of Mathews?,Carlye and Zuzana.,Carlye and Zuzana.,0.019750826060771942
715121sc1,Task3,"Benjamin Ruggles

Benjamin Ruggles (February 21, 1783September 2, 1857) was a National Republican and Whig politician from Ohio. He served in the U.S. Senate.
Biography.
Born in Abington, Connecticut, Ruggles studied law and was admitted to the bar. Ruggles moved to Marietta, Ohio to practice law in 1807, then moved to St. Clairsville, Ohio in 1810.
Career.
After serving as a judge in the Ohio state courts from 1810 to 1815, Ruggles was elected to the Senate, serving three terms from 1815-1833. He did not run for re-election in 1832. Ohio Presidential elector in 1836 for Whig William Henry Harrison.
Family life.
Ruggles married in Connecticut in 1812. His first wife died in","St. Clairsville in 1817, and he remarried in 1825.
Death.
Ruggles died on September 2, 1857 and was buried in Saint Clairsville Union Cemetery."," St. Clairsville in 1817, and he re-married in 1825.
Death.
Ruggles died on September 2, 1857 and was buried in Saint Clairsville Union Cemetery.

""Famous Fams"".
Fams -4, -3, -2, and -1- are the same as in the history of Ohio.Fami- and and family-named people in Ohio have an, in some cases, long history of involvement with
s in New York. These names are the same as we have seen in the history of Ohio.Men and women of that name have been fighting in the Civil War to- day.",0.35852426290512085
715121qa0,Task3,Where was Benjamin Ruggles buried?,Saint Clairsville Union Cemetery,Saint Clairsville Union Cemetery,0.08402318507432938
